City,Date,Card Type,Exp Type,Gender,Amount,Date_as_int,Year,Month,Country
Ahmedabad,2013-12-07,Platinum,Bills,F,515263,20131207,2013,Dec,India
Ahmedabad,2014-08-28,Signature,Bills,F,338527,20140828,2014,Aug,India
Ahmedabad,2014-06-16,Silver,Bills,F,934683,20140616,2014,Jun,India
Ahmedabad,2014-07-07,Signature,Bills,F,454570,20140707,2014,Jul,India
Greater Mumbai,2015-01-28,Gold,Bills,F,654519,20150128,2015,Jan,India
Ahmedabad,2014-06-12,Gold,Bills,F,958047,20140612,2014,Jun,India
Bengaluru,2013-11-03,Silver,Bills,F,465281,20131103,2013,Nov,India
Ahmedabad,2013-12-31,Signature,Bills,F,653161,20131231,2013,Dec,India
Ahmedabad,2014-04-14,Gold,Bills,F,307350,20140414,2014,Apr,India
Greater Mumbai,2014-08-27,Silver,Bills,F,41002,20140827,2014,Aug,India
Bengaluru,2014-01-03,Silver,Bills,F,34743,20140103,2014,Jan,India
Bengaluru,2014-09-26,Signature,Bills,F,195589,20140926,2014,Sep,India
Bengaluru,2014-03-10,Signature,Bills,F,204735,20140310,2014,Mar,India
Ahmedabad,2014-05-14,Signature,Bills,F,118112,20140514,2014,May,India
Greater Mumbai,2013-12-12,Platinum,Bills,F,61572,20131212,2013,Dec,India
Delhi,2015-02-25,Gold,Bills,F,274938,20150225,2015,Feb,India
Greater Mumbai,2014-02-21,Signature,Bills,F,43854,20140221,2014,Feb,India
Delhi,2014-04-27,Gold,Bills,F,8798,20140427,2014,Apr,India
Greater Mumbai,2015-05-08,Gold,Bills,F,192241,20150508,2015,May,India
Bengaluru,2014-04-10,Silver,Bills,F,128164,20140410,2014,Apr,India
Delhi,2014-04-28,Signature,Bills,F,249061,20140428,2014,Apr,India
Greater Mumbai,2014-01-29,Gold,Bills,F,275283,20140129,2014,Jan,India
Greater Mumbai,2014-01-03,Platinum,Bills,F,172194,20140103,2014,Jan,India
Ahmedabad,2015-05-13,Gold,Bills,F,13162,20150513,2015,May,India
Bengaluru,2015-02-05,Platinum,Bills,F,3427,20150205,2015,Feb,India
Bengaluru,2015-01-07,Gold,Bills,F,171374,20150107,2015,Jan,India
Delhi,2015-02-19,Signature,Bills,F,286251,20150219,2015,Feb,India
Ahmedabad,2014-10-19,Platinum,Bills,F,123417,20141019,2014,Oct,India
Delhi,2013-12-03,Silver,Bills,F,81088,20131203,2013,Dec,India
Ahmedabad,2014-10-26,Signature,Bills,F,64113,20141026,2014,Oct,India
Bengaluru,2014-03-27,Platinum,Bills,F,54374,20140327,2014,Mar,India
Ahmedabad,2015-03-18,Signature,Bills,F,175515,20150318,2015,Mar,India
Delhi,2013-11-25,Gold,Bills,F,78773,20131125,2013,Nov,India
Bengaluru,2014-06-25,Signature,Bills,F,143515,20140625,2014,Jun,India
Delhi,2014-11-22,Silver,Bills,F,263613,20141122,2014,Nov,India
Greater Mumbai,2015-04-22,Platinum,Bills,F,265434,20150422,2015,Apr,India
Delhi,2014-06-03,Signature,Bills,F,87839,20140603,2014,Jun,India
Delhi,2014-06-16,Signature,Bills,F,60905,20140616,2014,Jun,India
Delhi,2015-04-09,Platinum,Bills,F,199726,20150409,2015,Apr,India
Delhi,2015-01-20,Silver,Bills,F,267896,20150120,2015,Jan,India
Ahmedabad,2013-12-31,Gold,Bills,F,198937,20131231,2013,Dec,India
Greater Mumbai,2014-10-02,Gold,Bills,F,90745,20141002,2014,Oct,India
Greater Mumbai,2014-07-24,Silver,Bills,F,86676,20140724,2014,Jul,India
Greater Mumbai,2015-05-08,Platinum,Bills,F,163574,20150508,2015,May,India
Greater Mumbai,2015-04-27,Signature,Bills,F,2138,20150427,2015,Apr,India
Bengaluru,2014-06-11,Silver,Bills,F,253749,20140611,2014,Jun,India
Delhi,2014-06-06,Platinum,Bills,F,60187,20140606,2014,Jun,India
Bengaluru,2015-03-03,Platinum,Bills,F,15566,20150303,2015,Mar,India
Greater Mumbai,2014-07-11,Signature,Bills,F,242144,20140711,2014,Jul,India
Delhi,2014-03-17,Platinum,Bills,F,114049,20140317,2014,Mar,India
Bengaluru,2014-03-17,Gold,Bills,F,100992,20140317,2014,Mar,India
Delhi,2014-03-03,Silver,Bills,F,173017,20140303,2014,Mar,India
Greater Mumbai,2014-06-07,Gold,Bills,F,279567,20140607,2014,Jun,India
Delhi,2013-12-28,Signature,Bills,F,25016,20131228,2013,Dec,India
Delhi,2013-11-11,Silver,Bills,F,157982,20131111,2013,Nov,India
Bengaluru,2014-05-17,Signature,Bills,F,240387,20140517,2014,May,India
Delhi,2014-08-31,Platinum,Bills,F,134030,20140831,2014,Aug,India
Bengaluru,2015-01-26,Gold,Bills,F,108651,20150126,2015,Jan,India
Delhi,2014-01-17,Gold,Bills,F,138617,20140117,2014,Jan,India
Bengaluru,2014-01-27,Signature,Bills,F,98963,20140127,2014,Jan,India
Delhi,2013-12-24,Silver,Bills,F,25486,20131224,2013,Dec,India
Delhi,2015-03-03,Gold,Bills,F,231140,20150303,2015,Mar,India
Ahmedabad,2013-10-22,Gold,Bills,F,20032,20131022,2013,Oct,India
Greater Mumbai,2015-01-14,Gold,Bills,F,293938,20150114,2015,Jan,India
Delhi,2014-01-11,Silver,Bills,F,88175,20140111,2014,Jan,India
Ahmedabad,2015-02-07,Platinum,Bills,F,105297,20150207,2015,Feb,India
Delhi,2013-10-08,Platinum,Bills,F,129169,20131008,2013,Oct,India
Greater Mumbai,2014-08-14,Signature,Bills,F,172386,20140814,2014,Aug,India
Greater Mumbai,2015-05-09,Platinum,Bills,F,46369,20150509,2015,May,India
Greater Mumbai,2014-04-02,Silver,Bills,F,158636,20140402,2014,Apr,India
Delhi,2014-11-26,Signature,Bills,F,87219,20141126,2014,Nov,India
Delhi,2014-11-16,Gold,Bills,F,183445,20141116,2014,Nov,India
Bengaluru,2014-06-27,Silver,Bills,F,147977,20140627,2014,Jun,India
Ahmedabad,2014-11-19,Platinum,Bills,F,243279,20141119,2014,Nov,India
Bengaluru,2014-04-04,Platinum,Bills,F,243950,20140404,2014,Apr,India
Delhi,2015-04-14,Silver,Bills,F,32548,20150414,2015,Apr,India
Delhi,2013-12-09,Platinum,Bills,F,118126,20131209,2013,Dec,India
Greater Mumbai,2013-11-30,Platinum,Bills,F,13325,20131130,2013,Nov,India
Greater Mumbai,2014-02-16,Gold,Bills,F,295055,20140216,2014,Feb,India
Greater Mumbai,2015-01-12,Platinum,Bills,F,64764,20150112,2015,Jan,India
Bengaluru,2014-02-03,Platinum,Bills,F,174520,20140203,2014,Feb,India
Delhi,2013-11-05,Signature,Bills,F,72763,20131105,2013,Nov,India
Greater Mumbai,2014-09-27,Signature,Bills,F,269809,20140927,2014,Sep,India
Delhi,2014-06-29,Silver,Bills,F,81145,20140629,2014,Jun,India
Ahmedabad,2014-07-13,Silver,Bills,F,25948,20140713,2014,Jul,India
Greater Mumbai,2015-01-23,Silver,Bills,F,120188,20150123,2015,Jan,India
Greater Mumbai,2014-12-05,Signature,Bills,F,8259,20141205,2014,Dec,India
Delhi,2014-04-15,Signature,Bills,F,285830,20140415,2014,Apr,India
Bengaluru,2015-04-27,Gold,Bills,F,67039,20150427,2015,Apr,India
Ahmedabad,2014-07-25,Gold,Bills,F,14370,20140725,2014,Jul,India
Ahmedabad,2014-10-10,Platinum,Bills,F,54304,20141010,2014,Oct,India
Greater Mumbai,2013-10-18,Gold,Bills,F,188856,20131018,2013,Oct,India
Ahmedabad,2014-01-18,Gold,Bills,F,44635,20140118,2014,Jan,India
Greater Mumbai,2013-11-22,Platinum,Bills,F,227273,20131122,2013,Nov,India
Delhi,2014-03-26,Gold,Bills,F,234200,20140326,2014,Mar,India
Delhi,2014-12-12,Signature,Bills,F,79053,20141212,2014,Dec,India
Greater Mumbai,2015-03-01,Silver,Bills,F,49711,20150301,2015,Mar,India
Greater Mumbai,2014-10-29,Signature,Bills,F,203463,20141029,2014,Oct,India
Bengaluru,2014-07-29,Signature,Bills,F,196985,20140729,2014,Jul,India
Greater Mumbai,2015-04-18,Gold,Bills,F,246457,20150418,2015,Apr,India
Delhi,2013-11-05,Platinum,Bills,F,88344,20131105,2013,Nov,India
Bengaluru,2014-08-27,Signature,Bills,F,167457,20140827,2014,Aug,India
Bengaluru,2014-03-04,Gold,Bills,F,254598,20140304,2014,Mar,India
Delhi,2014-01-27,Platinum,Bills,F,102486,20140127,2014,Jan,India
Greater Mumbai,2014-01-18,Silver,Bills,F,159428,20140118,2014,Jan,India
Bengaluru,2014-01-28,Platinum,Bills,F,296987,20140128,2014,Jan,India
Ahmedabad,2015-02-06,Signature,Bills,F,89418,20150206,2015,Feb,India
Delhi,2015-02-26,Signature,Bills,F,77247,20150226,2015,Feb,India
Bengaluru,2014-01-24,Gold,Bills,F,66542,20140124,2014,Jan,India
Greater Mumbai,2014-11-27,Silver,Bills,F,194526,20141127,2014,Nov,India
Bengaluru,2014-07-16,Signature,Bills,F,178119,20140716,2014,Jul,India
Bengaluru,2014-05-16,Gold,Bills,F,258653,20140516,2014,May,India
Delhi,2014-11-02,Silver,Bills,F,97425,20141102,2014,Nov,India
Delhi,2014-05-23,Gold,Bills,F,223185,20140523,2014,May,India
Greater Mumbai,2015-01-28,Gold,Bills,F,224750,20150128,2015,Jan,India
Ahmedabad,2014-01-17,Signature,Bills,F,103363,20140117,2014,Jan,India
Greater Mumbai,2014-11-27,Platinum,Bills,F,49090,20141127,2014,Nov,India
Bengaluru,2014-11-20,Platinum,Bills,F,140584,20141120,2014,Nov,India
Delhi,2014-06-26,Platinum,Bills,F,61272,20140626,2014,Jun,India
Delhi,2014-01-02,Silver,Bills,F,25200,20140102,2014,Jan,India
Greater Mumbai,2013-12-09,Signature,Bills,F,249893,20131209,2013,Dec,India
Bengaluru,2014-05-25,Gold,Bills,F,91325,20140525,2014,May,India
Greater Mumbai,2014-04-14,Silver,Bills,F,81641,20140414,2014,Apr,India
Greater Mumbai,2015-04-14,Platinum,Bills,F,267700,20150414,2015,Apr,India
Greater Mumbai,2014-11-20,Silver,Food,F,193429,20141120,2014,Nov,India
Ahmedabad,2014-04-22,Gold,Food,F,97674,20140422,2014,Apr,India
Bengaluru,2014-03-08,Silver,Food,F,222579,20140308,2014,Mar,India
Bengaluru,2015-03-19,Platinum,Food,F,194846,20150319,2015,Mar,India
Greater Mumbai,2015-02-22,Signature,Food,F,62690,20150222,2015,Feb,India
Greater Mumbai,2015-02-08,Signature,Food,F,225614,20150208,2015,Feb,India
Ahmedabad,2013-10-20,Signature,Food,F,13879,20131020,2013,Oct,India
Ahmedabad,2015-02-04,Gold,Food,F,279579,20150204,2015,Feb,India
Bengaluru,2014-09-10,Gold,Food,F,253183,20140910,2014,Sep,India
Bengaluru,2014-05-10,Signature,Food,F,183197,20140510,2014,May,India
Bengaluru,2014-08-27,Gold,Food,F,260046,20140827,2014,Aug,India
Bengaluru,2014-07-21,Gold,Food,F,95981,20140721,2014,Jul,India
Bengaluru,2014-03-02,Gold,Food,F,157399,20140302,2014,Mar,India
Delhi,2014-02-20,Signature,Food,F,140041,20140220,2014,Feb,India
Ahmedabad,2014-01-05,Platinum,Food,F,288339,20140105,2014,Jan,India
Ahmedabad,2014-01-02,Platinum,Food,F,49494,20140102,2014,Jan,India
Bengaluru,2015-04-16,Platinum,Food,F,43954,20150416,2015,Apr,India
Bengaluru,2013-11-30,Platinum,Food,F,35543,20131130,2013,Nov,India
Greater Mumbai,2014-01-05,Signature,Food,F,12982,20140105,2014,Jan,India
Delhi,2014-04-02,Platinum,Food,F,213140,20140402,2014,Apr,India
Greater Mumbai,2013-10-22,Platinum,Food,F,95741,20131022,2013,Oct,India
Bengaluru,2013-12-07,Platinum,Food,F,129144,20131207,2013,Dec,India
Ahmedabad,2014-03-04,Gold,Food,F,115551,20140304,2014,Mar,India
Bengaluru,2014-04-26,Gold,Food,F,57961,20140426,2014,Apr,India
Ahmedabad,2015-01-04,Silver,Food,F,209527,20150104,2015,Jan,India
Ahmedabad,2014-07-08,Gold,Food,F,15892,20140708,2014,Jul,India
Bengaluru,2013-12-01,Signature,Food,F,155659,20131201,2013,Dec,India
Greater Mumbai,2014-06-17,Silver,Food,F,246215,20140617,2014,Jun,India
Greater Mumbai,2014-10-15,Signature,Food,F,149465,20141015,2014,Oct,India
Ahmedabad,2014-08-22,Gold,Food,F,259694,20140822,2014,Aug,India
Delhi,2014-02-23,Silver,Food,F,70009,20140223,2014,Feb,India
Greater Mumbai,2015-01-05,Gold,Food,F,233391,20150105,2015,Jan,India
Ahmedabad,2014-08-04,Silver,Food,F,35002,20140804,2014,Aug,India
Ahmedabad,2015-04-18,Silver,Food,F,156519,20150418,2015,Apr,India
Bengaluru,2014-04-22,Gold,Food,F,286786,20140422,2014,Apr,India
Bengaluru,2014-09-18,Signature,Food,F,173244,20140918,2014,Sep,India
Bengaluru,2014-12-31,Platinum,Food,F,195804,20141231,2014,Dec,India
Ahmedabad,2015-02-09,Platinum,Food,F,162827,20150209,2015,Feb,India
Bengaluru,2015-01-26,Signature,Food,F,20036,20150126,2015,Jan,India
Bengaluru,2014-07-17,Signature,Food,F,266125,20140717,2014,Jul,India
Greater Mumbai,2014-03-10,Signature,Food,F,156531,20140310,2014,Mar,India
Ahmedabad,2014-10-20,Signature,Food,F,288673,20141020,2014,Oct,India
Ahmedabad,2014-10-13,Signature,Food,F,67474,20141013,2014,Oct,India
Delhi,2014-09-28,Platinum,Food,F,220674,20140928,2014,Sep,India
Greater Mumbai,2014-04-24,Gold,Food,F,282988,20140424,2014,Apr,India
Bengaluru,2014-08-24,Signature,Food,F,206308,20140824,2014,Aug,India
Bengaluru,2014-11-27,Platinum,Food,F,243074,20141127,2014,Nov,India
Ahmedabad,2015-04-04,Signature,Food,F,247181,20150404,2015,Apr,India
Greater Mumbai,2014-08-08,Signature,Food,F,111842,20140808,2014,Aug,India
Delhi,2015-03-23,Gold,Food,F,277079,20150323,2015,Mar,India
Delhi,2015-01-28,Silver,Food,F,218638,20150128,2015,Jan,India
Ahmedabad,2014-11-14,Gold,Food,F,152216,20141114,2014,Nov,India
Delhi,2015-04-14,Signature,Food,F,42620,20150414,2015,Apr,India
Ahmedabad,2014-01-12,Gold,Food,F,101639,20140112,2014,Jan,India
Greater Mumbai,2014-03-02,Silver,Food,F,102966,20140302,2014,Mar,India
Bengaluru,2015-03-10,Platinum,Food,F,127650,20150310,2015,Mar,India
Greater Mumbai,2014-06-24,Platinum,Food,F,277737,20140624,2014,Jun,India
Bengaluru,2015-03-19,Signature,Food,F,251805,20150319,2015,Mar,India
Ahmedabad,2014-02-19,Signature,Food,F,288284,20140219,2014,Feb,India
Bengaluru,2013-10-22,Gold,Food,F,125290,20131022,2013,Oct,India
Bengaluru,2014-08-20,Silver,Food,F,166602,20140820,2014,Aug,India
Ahmedabad,2014-04-14,Silver,Food,F,219097,20140414,2014,Apr,India
Bengaluru,2015-03-26,Gold,Food,F,34082,20150326,2015,Mar,India
Bengaluru,2014-05-08,Silver,Food,F,20573,20140508,2014,May,India
Bengaluru,2013-10-28,Platinum,Food,F,245056,20131028,2013,Oct,India
Ahmedabad,2013-12-20,Signature,Food,F,131847,20131220,2013,Dec,India
Delhi,2015-01-16,Platinum,Food,F,276873,20150116,2015,Jan,India
Bengaluru,2014-05-06,Silver,Food,F,138342,20140506,2014,May,India
Ahmedabad,2015-01-09,Signature,Food,F,137292,20150109,2015,Jan,India
Ahmedabad,2014-03-04,Signature,Food,F,147750,20140304,2014,Mar,India
Bengaluru,2013-10-18,Signature,Food,F,2397,20131018,2013,Oct,India
Bengaluru,2014-07-16,Gold,Food,F,31051,20140716,2014,Jul,India
Delhi,2014-10-01,Signature,Food,F,55137,20141001,2014,Oct,India
Greater Mumbai,2013-11-08,Gold,Food,F,136040,20131108,2013,Nov,India
Ahmedabad,2014-12-08,Platinum,Food,F,181721,20141208,2014,Dec,India
Delhi,2014-03-12,Signature,Food,F,81753,20140312,2014,Mar,India
Ahmedabad,2014-11-28,Platinum,Food,F,266386,20141128,2014,Nov,India
Ahmedabad,2015-05-03,Silver,Food,F,259008,20150503,2015,May,India
Greater Mumbai,2015-03-10,Silver,Food,F,250995,20150310,2015,Mar,India
Delhi,2014-10-06,Signature,Food,F,232155,20141006,2014,Oct,India
Greater Mumbai,2014-02-13,Silver,Food,F,48012,20140213,2014,Feb,India
Delhi,2015-01-01,Signature,Food,F,296543,20150101,2015,Jan,India
Greater Mumbai,2014-12-25,Signature,Food,F,246893,20141225,2014,Dec,India
Ahmedabad,2015-03-19,Platinum,Food,F,95807,20150319,2015,Mar,India
Ahmedabad,2014-08-22,Platinum,Food,F,165278,20140822,2014,Aug,India
Ahmedabad,2014-08-15,Silver,Food,F,191618,20140815,2014,Aug,India
Greater Mumbai,2015-04-26,Silver,Food,F,159718,20150426,2015,Apr,India
Ahmedabad,2014-11-28,Gold,Food,F,213552,20141128,2014,Nov,India
Greater Mumbai,2015-05-03,Gold,Food,F,249061,20150503,2015,May,India
Delhi,2014-02-24,Silver,Food,F,279377,20140224,2014,Feb,India
Delhi,2014-12-19,Silver,Food,F,233694,20141219,2014,Dec,India
Bengaluru,2014-06-21,Silver,Food,F,102362,20140621,2014,Jun,India
Bengaluru,2014-09-10,Silver,Food,F,108296,20140910,2014,Sep,India
Bengaluru,2015-04-13,Gold,Food,F,258275,20150413,2015,Apr,India
Bengaluru,2014-10-21,Silver,Food,F,194260,20141021,2014,Oct,India
Bengaluru,2015-04-12,Gold,Food,F,167903,20150412,2015,Apr,India
Ahmedabad,2015-01-29,Silver,Food,F,128266,20150129,2015,Jan,India
Bengaluru,2015-01-19,Signature,Food,F,268543,20150119,2015,Jan,India
Ahmedabad,2014-03-17,Signature,Food,F,30653,20140317,2014,Mar,India
Greater Mumbai,2015-01-01,Signature,Food,F,189981,20150101,2015,Jan,India
Delhi,2015-04-28,Gold,Food,F,230325,20150428,2015,Apr,India
Greater Mumbai,2015-03-13,Signature,Food,F,176871,20150313,2015,Mar,India
Greater Mumbai,2014-12-09,Platinum,Food,F,171241,20141209,2014,Dec,India
Greater Mumbai,2014-03-07,Silver,Food,F,91846,20140307,2014,Mar,India
Delhi,2013-11-13,Silver,Food,F,162813,20131113,2013,Nov,India
Delhi,2014-11-04,Silver,Food,F,28569,20141104,2014,Nov,India
Bengaluru,2014-11-16,Silver,Food,F,231827,20141116,2014,Nov,India
Delhi,2015-03-04,Silver,Food,F,281283,20150304,2015,Mar,India
Bengaluru,2013-10-15,Silver,Food,F,291358,20131015,2013,Oct,India
Delhi,2014-07-27,Signature,Food,F,288888,20140727,2014,Jul,India
Delhi,2014-11-22,Gold,Food,F,283575,20141122,2014,Nov,India
Greater Mumbai,2014-07-24,Silver,Food,F,132827,20140724,2014,Jul,India
Delhi,2014-08-31,Silver,Food,F,200721,20140831,2014,Aug,India
Ahmedabad,2014-01-12,Signature,Food,F,190220,20140112,2014,Jan,India
Ahmedabad,2015-02-05,Signature,Food,F,265508,20150205,2015,Feb,India
Greater Mumbai,2013-12-10,Platinum,Food,F,298838,20131210,2013,Dec,India
Greater Mumbai,2014-01-12,Silver,Food,F,203106,20140112,2014,Jan,India
Ahmedabad,2014-10-19,Platinum,Food,F,196647,20141019,2014,Oct,India
Delhi,2015-01-05,Gold,Food,F,136602,20150105,2015,Jan,India
Greater Mumbai,2014-02-24,Gold,Food,F,236980,20140224,2014,Feb,India
Greater Mumbai,2014-03-23,Signature,Food,F,59121,20140323,2014,Mar,India
Bengaluru,2014-01-07,Silver,Food,F,193944,20140107,2014,Jan,India
Greater Mumbai,2014-08-13,Platinum,Food,F,109857,20140813,2014,Aug,India
Bengaluru,2013-10-30,Signature,Food,F,57768,20131030,2013,Oct,India
Ahmedabad,2014-08-02,Gold,Food,F,207196,20140802,2014,Aug,India
Ahmedabad,2014-08-26,Platinum,Food,F,8056,20140826,2014,Aug,India
Ahmedabad,2015-01-05,Platinum,Food,F,178478,20150105,2015,Jan,India
Bengaluru,2014-08-02,Platinum,Food,F,246046,20140802,2014,Aug,India
Ahmedabad,2014-04-29,Platinum,Food,F,192382,20140429,2014,Apr,India
Greater Mumbai,2014-10-25,Gold,Food,F,19158,20141025,2014,Oct,India
Greater Mumbai,2014-12-15,Platinum,Food,F,9552,20141215,2014,Dec,India
Delhi,2015-03-15,Platinum,Food,F,276862,20150315,2015,Mar,India
Bengaluru,2014-11-09,Silver,Food,F,147958,20141109,2014,Nov,India
Greater Mumbai,2014-09-20,Gold,Food,F,151436,20140920,2014,Sep,India
Ahmedabad,2014-11-26,Signature,Food,F,271595,20141126,2014,Nov,India
Bengaluru,2014-12-27,Platinum,Food,F,8115,20141227,2014,Dec,India
Greater Mumbai,2014-07-27,Silver,Food,F,73172,20140727,2014,Jul,India
Delhi,2014-09-03,Signature,Food,F,196816,20140903,2014,Sep,India
Ahmedabad,2014-02-16,Signature,Food,F,162829,20140216,2014,Feb,India
Bengaluru,2013-10-17,Signature,Food,F,252669,20131017,2013,Oct,India
Ahmedabad,2014-02-07,Gold,Food,F,54746,20140207,2014,Feb,India
Bengaluru,2013-11-11,Platinum,Food,F,108079,20131111,2013,Nov,India
Ahmedabad,2015-03-11,Platinum,Food,F,240804,20150311,2015,Mar,India
Ahmedabad,2015-03-07,Silver,Food,F,11289,20150307,2015,Mar,India
Bengaluru,2014-11-22,Silver,Food,F,127020,20141122,2014,Nov,India
Greater Mumbai,2014-04-04,Signature,Food,F,114777,20140404,2014,Apr,India
Delhi,2015-01-17,Platinum,Food,F,88003,20150117,2015,Jan,India
Delhi,2014-12-23,Silver,Food,F,153154,20141223,2014,Dec,India
Bengaluru,2014-10-16,Gold,Food,F,114863,20141016,2014,Oct,India
Bengaluru,2014-07-18,Gold,Food,F,126912,20140718,2014,Jul,India
Bengaluru,2013-12-04,Platinum,Food,F,12621,20131204,2013,Dec,India
Bengaluru,2014-09-01,Silver,Food,F,248699,20140901,2014,Sep,India
Ahmedabad,2015-04-12,Gold,Food,F,232388,20150412,2015,Apr,India
Delhi,2013-11-09,Silver,Food,F,168039,20131109,2013,Nov,India
Delhi,2013-10-04,Silver,Food,F,122944,20131004,2013,Oct,India
Bengaluru,2014-05-19,Platinum,Food,F,171746,20140519,2014,May,India
Greater Mumbai,2014-08-11,Platinum,Food,F,168495,20140811,2014,Aug,India
Ahmedabad,2014-09-20,Signature,Food,F,252614,20140920,2014,Sep,India
Greater Mumbai,2015-04-28,Platinum,Food,F,233161,20150428,2015,Apr,India
Greater Mumbai,2013-11-17,Gold,Food,F,85459,20131117,2013,Nov,India
Ahmedabad,2014-03-11,Signature,Food,F,156075,20140311,2014,Mar,India
Greater Mumbai,2014-07-16,Signature,Food,F,161329,20140716,2014,Jul,India
Greater Mumbai,2014-01-14,Gold,Food,F,183105,20140114,2014,Jan,India
Delhi,2014-11-01,Signature,Food,F,252691,20141101,2014,Nov,India
Delhi,2015-04-04,Gold,Food,F,221345,20150404,2015,Apr,India
Ahmedabad,2014-06-04,Platinum,Food,F,131014,20140604,2014,Jun,India
Ahmedabad,2013-12-28,Gold,Food,F,21571,20131228,2013,Dec,India
Greater Mumbai,2013-10-16,Silver,Food,F,152307,20131016,2013,Oct,India
Greater Mumbai,2015-03-11,Platinum,Food,F,193060,20150311,2015,Mar,India
Bengaluru,2015-01-08,Silver,Food,F,133084,20150108,2015,Jan,India
Ahmedabad,2014-05-08,Gold,Food,F,194361,20140508,2014,May,India
Ahmedabad,2014-09-05,Silver,Food,F,286369,20140905,2014,Sep,India
Greater Mumbai,2013-12-05,Silver,Food,F,294814,20131205,2013,Dec,India
Bengaluru,2014-10-01,Gold,Food,F,276647,20141001,2014,Oct,India
Greater Mumbai,2013-12-20,Signature,Food,F,269712,20131220,2013,Dec,India
Bengaluru,2013-12-30,Silver,Food,F,167306,20131230,2013,Dec,India
Greater Mumbai,2014-11-19,Silver,Food,F,102247,20141119,2014,Nov,India
Bengaluru,2014-10-15,Platinum,Food,F,169677,20141015,2014,Oct,India
Greater Mumbai,2014-07-09,Signature,Food,F,253586,20140709,2014,Jul,India
Delhi,2014-04-27,Gold,Food,F,285567,20140427,2014,Apr,India
Ahmedabad,2013-10-13,Signature,Food,F,155529,20131013,2013,Oct,India
Delhi,2014-11-17,Platinum,Food,F,214039,20141117,2014,Nov,India
Greater Mumbai,2015-01-04,Signature,Food,F,25392,20150104,2015,Jan,India
Ahmedabad,2015-03-09,Platinum,Food,F,157972,20150309,2015,Mar,India
Greater Mumbai,2014-06-15,Silver,Food,F,200754,20140615,2014,Jun,India
Delhi,2014-02-22,Silver,Food,F,24981,20140222,2014,Feb,India
Delhi,2014-06-10,Silver,Food,F,223418,20140610,2014,Jun,India
Bengaluru,2014-08-06,Signature,Food,F,23309,20140806,2014,Aug,India
Bengaluru,2014-03-04,Signature,Food,F,85771,20140304,2014,Mar,India
Delhi,2015-01-30,Silver,Food,F,189297,20150130,2015,Jan,India
Greater Mumbai,2014-03-15,Gold,Food,F,125003,20140315,2014,Mar,India
Ahmedabad,2015-02-20,Silver,Food,F,226929,20150220,2015,Feb,India
Greater Mumbai,2015-02-13,Silver,Food,F,176275,20150213,2015,Feb,India
Bengaluru,2015-02-06,Platinum,Food,F,253338,20150206,2015,Feb,India
Ahmedabad,2014-07-13,Signature,Food,F,213508,20140713,2014,Jul,India
